==636== NVPROF is profiling process 636, command: python3 test.py
==636== Warning: Profiling results might be incorrect with current version of nvcc compiler used to compile cuda app. Compile with nvcc compiler 9.0 or later version to get correct profiling results. Ignore this warning if code is already compiled with the recommended nvcc version 
==636== Profiling application: python3 test.py
==636== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
6.96208s  297.60us            (4 1 544)        (64 1 1)       128  12.000KB        0B         -           -           -           -  Tesla P100-PCIE         1        14  maxwell_gcgemm_32x32_nt [11429]
6.96234s  315.33us            (4 1 544)        (64 1 1)       128  12.000KB        0B         -           -           -           -  Tesla P100-PCIE         1        13  maxwell_gcgemm_32x32_nt [11421]
6.96261s  48.448us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        14  void fft2d_c2r_32x32<float, bool=0, bool=0, unsigned int=0, bool=0, bool=0>(float*, float2 const *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, float*, float*, int2, int, int) [11431]
6.96266s  63.680us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        13  void fft2d_c2r_32x32<float, bool=0, bool=0, unsigned int=0, bool=0, bool=0>(float*, float2 const *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, float*, float*, int2, int, int) [11423]
6.96270s  40.096us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        14  void fft2d_r2c_32x32<float, bool=0, unsigned int=0, bool=0>(float2*, float const *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int) [11441]
6.96273s  46.880us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        13  void fft2d_r2c_32x32<float, bool=0, unsigned int=1, bool=0>(float2*, float const *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int) [11433]
6.96276s  287.14us            (4 1 544)        (64 1 1)       128  12.000KB        0B         -           -           -           -  Tesla P100-PCIE         1        14  maxwell_gcgemm_32x32_nt [11445]
6.96301s  311.01us            (4 1 544)        (64 1 1)       128  12.000KB        0B         -           -           -           -  Tesla P100-PCIE         1        13  maxwell_gcgemm_32x32_nt [11437]
6.96329s  39.424us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        14  void fft2d_c2r_32x32<float, bool=0, bool=0, unsigned int=0, bool=0, bool=0>(float*, float2 const *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, float*, float*, int2, int, int) [11447]
6.96333s  43.872us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        13  void fft2d_c2r_32x32<float, bool=0, bool=0, unsigned int=0, bool=0, bool=0>(float*, float2 const *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, float*, float*, int2, int, int) [11439]
6.96338s  2.7840us              (1 1 1)       (128 1 1)        23        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long) [11469]
6.96338s  49.728us            (128 1 1)       (512 1 1)        64      144B  18.000KB         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=20>(cudnnTensorStruct, float const *, cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=20>, cudnnTensorStruct*, float const *, float const , float, float, float*, float const *, float const *, float const *, float, float, cudnn::reduced_divisor, int, float*, cudnn::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool) [11501]
6.96344s  35.712us           (3604 1 1)       (128 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_15softplus_kernelERNS_18TensorIteratorBaseERKN3c106ScalarES7_ENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [11509]
6.96347s  29.408us           (3604 1 1)       (128 1 1)        16        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_16tanh_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [11517]
6.96351s  41.728us           (3604 1 1)       (128 1 1)        17        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BinaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char*, int=3>>(int, float, float) [11525]
6.96355s  41.760us           (3604 1 1)       (128 1 1)        18        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BinaryFunctor<float, float, float, at::native::AddFunctor<float>>, at::detail::Array<char*, int=3>>(int, float, float) [11533]
6.96360s  2.5920us              (4 1 1)       (256 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cask_cudnn::computeOffsetsKernel<bool=0, bool=0>(cask_cudnn::ComputeOffsetsParams) [11549]
6.96360s  102.34us            (113 2 1)       (128 1 1)       124  16.000KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  maxwell_scudnn_128x64_relu_small_nn_v1 [11550]
6.96371s  2.1760us              (1 1 1)       (128 1 1)        23        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long) [11554]
6.96371s  49.792us            (128 1 1)       (512 1 1)        64      144B  18.000KB         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=20>(cudnnTensorStruct, float const *, cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=20>, cudnnTensorStruct*, float const *, float const , float, float, float*, float const *, float const *, float const *, float, float, cudnn::reduced_divisor, int, float*, cudnn::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool) [11586]
6.96376s  34.976us           (3604 1 1)       (128 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_15softplus_kernelERNS_18TensorIteratorBaseERKN3c106ScalarES7_ENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [11594]
6.96380s  29.472us           (3604 1 1)       (128 1 1)        16        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_16tanh_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [11602]
6.96384s  41.824us           (3604 1 1)       (128 1 1)        17        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BinaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char*, int=3>>(int, float, float) [11610]
6.96388s  46.080us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        14  void fft2d_r2c_32x32<float, bool=0, unsigned int=0, bool=0>(float2*, float const *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int) [11651]
6.96391s  232.51us           (1024 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1         7  void fft2d_r2c_32x32<float, bool=0, unsigned int=1, bool=1>(float2*, float const *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int) [11640]
6.96413s  47.808us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        13  void fft2d_r2c_32x32<float, bool=0, unsigned int=0, bool=0>(float2*, float const *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int) [11643]
6.96417s  298.24us            (4 1 544)        (64 1 1)       128  12.000KB        0B         -           -           -           -  Tesla P100-PCIE         1        14  maxwell_gcgemm_32x32_nt [11655]
6.96442s  315.74us            (4 1 544)        (64 1 1)       128  12.000KB        0B         -           -           -           -  Tesla P100-PCIE         1        13  maxwell_gcgemm_32x32_nt [11647]
6.96469s  47.328us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        14  void fft2d_c2r_32x32<float, bool=0, bool=0, unsigned int=0, bool=0, bool=0>(float*, float2 const *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, float*, float*, int2, int, int) [11657]
6.96474s  64.096us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        13  void fft2d_c2r_32x32<float, bool=0, bool=0, unsigned int=0, bool=0, bool=0>(float*, float2 const *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, float*, float*, int2, int, int) [11649]
6.96479s  42.016us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        14  void fft2d_r2c_32x32<float, bool=0, unsigned int=0, bool=0>(float2*, float const *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int) [11667]
6.96482s  46.304us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        13  void fft2d_r2c_32x32<float, bool=0, unsigned int=1, bool=0>(float2*, float const *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int) [11659]
6.96485s  294.34us            (4 1 544)        (64 1 1)       128  12.000KB        0B         -           -           -           -  Tesla P100-PCIE         1        14  maxwell_gcgemm_32x32_nt [11671]
6.96510s  311.90us            (4 1 544)        (64 1 1)       128  12.000KB        0B         -           -           -           -  Tesla P100-PCIE         1        13  maxwell_gcgemm_32x32_nt [11663]
6.96538s  40.640us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        14  void fft2d_c2r_32x32<float, bool=0, bool=0, unsigned int=0, bool=0, bool=0>(float*, float2 const *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, float*, float*, int2, int, int) [11673]
6.96542s  43.263us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        13  void fft2d_c2r_32x32<float, bool=0, bool=0, unsigned int=0, bool=0, bool=0>(float*, float2 const *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, float*, float*, int2, int, int) [11665]
6.96546s  2.3680us              (1 1 1)       (128 1 1)        23        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long) [11695]
6.96547s  50.112us            (128 1 1)       (512 1 1)        64      144B  18.000KB         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=20>(cudnnTensorStruct, float const *, cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=20>, cudnnTensorStruct*, float const *, float const , float, float, float*, float const *, float const *, float const *, float, float, cudnn::reduced_divisor, int, float*, cudnn::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool) [11727]
6.96552s  35.232us           (3604 1 1)       (128 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_15softplus_kernelERNS_18TensorIteratorBaseERKN3c106ScalarES7_ENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [11735]
6.96556s  29.408us           (3604 1 1)       (128 1 1)        16        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_16tanh_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [11743]
6.96560s  41.728us           (3604 1 1)       (128 1 1)        17        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BinaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char*, int=3>>(int, float, float) [11751]
6.96564s  41.280us           (3604 1 1)       (128 1 1)        18        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BinaryFunctor<float, float, float, at::native::AddFunctor<float>>, at::detail::Array<char*, int=3>>(int, float, float) [11759]
6.96569s  2.7840us              (4 1 1)       (256 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cask_cudnn::computeOffsetsKernel<bool=0, bool=0>(cask_cudnn::ComputeOffsetsParams) [11775]
6.96569s  98.816us            (113 2 1)       (128 1 1)       124  16.000KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  maxwell_scudnn_128x64_relu_small_nn_v1 [11776]
6.96580s  2.0480us              (1 1 1)       (128 1 1)        23        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long) [11780]
6.96580s  49.600us            (128 1 1)       (512 1 1)        64      144B  18.000KB         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=20>(cudnnTensorStruct, float const *, cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=20>, cudnnTensorStruct*, float const *, float const , float, float, float*, float const *, float const *, float const *, float, float, cudnn::reduced_divisor, int, float*, cudnn::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool) [11812]
6.96585s  35.968us           (3604 1 1)       (128 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_15softplus_kernelERNS_18TensorIteratorBaseERKN3c106ScalarES7_ENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [11820]
6.96589s  29.216us           (3604 1 1)       (128 1 1)        16        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_16tanh_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [11828]
6.96593s  42.080us           (3604 1 1)       (128 1 1)        17        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BinaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char*, int=3>>(int, float, float) [11836]
6.96597s  236.93us           (1024 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1         7  void fft2d_r2c_32x32<float, bool=0, unsigned int=1, bool=1>(float2*, float const *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int) [11862]
6.96619s  49.024us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        13  void fft2d_r2c_32x32<float, bool=0, unsigned int=0, bool=0>(float2*, float const *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int) [11865]
6.96622s  46.944us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        14  void fft2d_r2c_32x32<float, bool=0, unsigned int=0, bool=0>(float2*, float const *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int) [11873]
6.96625s  303.26us            (4 1 544)        (64 1 1)       128  12.000KB        0B         -           -           -           -  Tesla P100-PCIE         1        13  maxwell_gcgemm_32x32_nt [11869]
6.96651s  319.84us            (4 1 544)        (64 1 1)       128  12.000KB        0B         -           -           -           -  Tesla P100-PCIE         1        14  maxwell_gcgemm_32x32_nt [11877]
6.96679s  50.208us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        13  void fft2d_c2r_32x32<float, bool=0, bool=0, unsigned int=0, bool=0, bool=0>(float*, float2 const *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, float*, float*, int2, int, int) [11871]
6.96683s  52.512us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        14  void fft2d_c2r_32x32<float, bool=0, bool=0, unsigned int=0, bool=0, bool=0>(float*, float2 const *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, float*, float*, int2, int, int) [11879]
6.96687s  44.896us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        13  void fft2d_r2c_32x32<float, bool=0, unsigned int=1, bool=0>(float2*, float const *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int) [11881]
6.96690s  38.016us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        14  void fft2d_r2c_32x32<float, bool=0, unsigned int=0, bool=0>(float2*, float const *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int) [11889]
6.96693s  294.98us            (4 1 544)        (64 1 1)       128  12.000KB        0B         -           -           -           -  Tesla P100-PCIE         1        13  maxwell_gcgemm_32x32_nt [11885]
6.96718s  323.20us            (4 1 544)        (64 1 1)       128  12.000KB        0B         -           -           -           -  Tesla P100-PCIE         1        14  maxwell_gcgemm_32x32_nt [11893]
6.96747s  41.088us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        13  void fft2d_c2r_32x32<float, bool=0, bool=0, unsigned int=0, bool=0, bool=0>(float*, float2 const *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, float*, float*, int2, int, int) [11887]
6.96752s  43.328us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        14  void fft2d_c2r_32x32<float, bool=0, bool=0, unsigned int=0, bool=0, bool=0>(float*, float2 const *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, float*, float*, int2, int, int) [11895]
6.96757s  2.6880us              (1 1 1)       (128 1 1)        23        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long) [11917]
6.96757s  49.888us            (128 1 1)       (512 1 1)        64      144B  18.000KB         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=20>(cudnnTensorStruct, float const *, cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=20>, cudnnTensorStruct*, float const *, float const , float, float, float*, float const *, float const *, float const *, float, float, cudnn::reduced_divisor, int, float*, cudnn::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool) [11949]
6.96763s  35.200us           (3604 1 1)       (128 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_15softplus_kernelERNS_18TensorIteratorBaseERKN3c106ScalarES7_ENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [11957]
6.96767s  29.056us           (3604 1 1)       (128 1 1)        16        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_16tanh_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [11965]
6.96770s  43.264us           (3604 1 1)       (128 1 1)        17        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BinaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char*, int=3>>(int, float, float) [11973]
6.96775s  42.240us           (3604 1 1)       (128 1 1)        18        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BinaryFunctor<float, float, float, at::native::AddFunctor<float>>, at::detail::Array<char*, int=3>>(int, float, float) [11981]
6.96780s  2.8160us              (4 1 1)       (256 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cask_cudnn::computeOffsetsKernel<bool=0, bool=0>(cask_cudnn::ComputeOffsetsParams) [11997]
6.96780s  99.584us            (113 2 1)       (128 1 1)       124  16.000KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  maxwell_scudnn_128x64_relu_small_nn_v1 [11998]
6.96791s  2.0480us              (1 1 1)       (128 1 1)        23        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long) [12002]
6.96791s  50.944us            (128 1 1)       (512 1 1)        64      144B  18.000KB         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=20>(cudnnTensorStruct, float const *, cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=20>, cudnnTensorStruct*, float const *, float const , float, float, float*, float const *, float const *, float const *, float, float, cudnn::reduced_divisor, int, float*, cudnn::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool) [12034]
6.96797s  34.975us           (3604 1 1)       (128 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_15softplus_kernelERNS_18TensorIteratorBaseERKN3c106ScalarES7_ENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [12042]
6.96801s  29.056us           (3604 1 1)       (128 1 1)        16        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_16tanh_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [12050]
6.96804s  41.920us           (3604 1 1)       (128 1 1)        17        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BinaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char*, int=3>>(int, float, float) [12058]
6.96808s  46.112us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        14  void fft2d_r2c_32x32<float, bool=0, unsigned int=0, bool=0>(float2*, float const *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int) [12099]
6.96811s  231.10us           (1024 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1         7  void fft2d_r2c_32x32<float, bool=0, unsigned int=1, bool=1>(float2*, float const *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int) [12088]
6.96833s  47.200us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        13  void fft2d_r2c_32x32<float, bool=0, unsigned int=0, bool=0>(float2*, float const *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int) [12091]
6.96837s  298.14us            (4 1 544)        (64 1 1)       128  12.000KB        0B         -           -           -           -  Tesla P100-PCIE         1        14  maxwell_gcgemm_32x32_nt [12103]
6.96862s  316.77us            (4 1 544)        (64 1 1)       128  12.000KB        0B         -           -           -           -  Tesla P100-PCIE         1        13  maxwell_gcgemm_32x32_nt [12095]
6.96889s  45.632us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        14  void fft2d_c2r_32x32<float, bool=0, bool=0, unsigned int=0, bool=0, bool=0>(float*, float2 const *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, float*, float*, int2, int, int) [12105]
6.96894s  64.000us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        13  void fft2d_c2r_32x32<float, bool=0, bool=0, unsigned int=0, bool=0, bool=0>(float*, float2 const *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, float*, float*, int2, int, int) [12097]
6.96899s  41.216us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        14  void fft2d_r2c_32x32<float, bool=0, unsigned int=0, bool=0>(float2*, float const *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int) [12115]
6.96902s  42.272us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        13  void fft2d_r2c_32x32<float, bool=0, unsigned int=1, bool=0>(float2*, float const *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int) [12107]
6.96905s  293.41us            (4 1 544)        (64 1 1)       128  12.000KB        0B         -           -           -           -  Tesla P100-PCIE         1        14  maxwell_gcgemm_32x32_nt [12119]
6.96930s  315.26us            (4 1 544)        (64 1 1)       128  12.000KB        0B         -           -           -           -  Tesla P100-PCIE         1        13  maxwell_gcgemm_32x32_nt [12111]
6.96958s  38.688us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        14  void fft2d_c2r_32x32<float, bool=0, bool=0, unsigned int=0, bool=0, bool=0>(float*, float2 const *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, float*, float*, int2, int, int) [12121]
6.96962s  43.008us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        13  void fft2d_c2r_32x32<float, bool=0, bool=0, unsigned int=0, bool=0, bool=0>(float*, float2 const *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, float*, float*, int2, int, int) [12113]
6.96966s  2.0800us              (1 1 1)       (128 1 1)        23        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long) [12143]
